candidate,direction,status,n,win_rate,strict_win_rate,sortino,total_expectancy,timeout_fraction,dominant_coin,max_coin_share,dominant_year,max_year_share,n_shock_excluded,pattern_significant,pattern_p_value,pattern_oos_sd,pattern_excess_return,pattern_mfe_mae_ratio,fdr_alpha,fdr_significant,fdr_demoted,prior_weight
hawkish_rate_surprise_then_lowvolume_drift,short,watch,295,0.3490909090909091,0.3254237288135593,-6.139475841450046,-4.659373613917031,0.06779661016949153,LTCUSDT,1.0,2022.0,1.0,0,False,0.6055,0.17341692528105693,0.006213540200380216,0.6755068506622971,0.05,False,,1.0
hawkish_rate_surprise_downside_continuation,short,watch,167,0.3533834586466165,0.281437125748503,-1.4803867936035648,-1.0722306772142196,0.20359281437125748,LTCUSDT,0.8645395836362565,2026.0,1.0,5,False,0.9825,0.10178198034116182,-0.02478912127064102,0.7882986065992461,0.05,False,,1.0
soft_jobless_claims_oversold_bounce,long,watch,303,0.31899641577060933,0.29372937293729373,-3.072157228954294,-2.1958289641920326,0.07920792079207921,ADAUSDT,0.6051842679170378,2023.0,0.5301879049298023,25,False,0.9685,0.08822040808718813,-0.009057335723968015,0.9564737846519534,0.05,False,,1.0
jobless_claims_up_then_rsi_neutral_bounce,long,watch,719,0.30963665086887837,0.2726008344923505,0.8324109310328615,1.4330910449286822,0.11961057023643949,,,2020.0,0.6489594618900363,52,False,1.0,0.07851113010825521,-0.019985271648627657,0.5406902198759039,0.05,False,,1.0
hawkish_rate_surprise_oversold_continuation,short,watch,87,0.4375,0.40229885057471265,4.388812800003551,1.1225285711472024,0.08045977011494253,ADAUSDT,0.6190748371643988,2026.0,1.0,8,False,0.76,0.06299501191469281,-0.009144312853101019,0.4634657339705948,0.05,False,,1.0
hawkish_rate_surprise_low_efficiency_short,short,watch,496,0.23728813559322035,0.22580645161290322,-4.909583915310241,-5.258752737807025,0.04838709677419355,BTCUSDT,1.0,2022.0,1.0,18,False,0.855,0.17490076615118538,-0.019645610517330932,0.8565984155036233,0.05,False,,1.0
jobless_claims_hawkish_surprise_neutral_rsi_short,short,watch,2069,0.3355048859934853,0.2986950217496375,-2.548147598828842,-12.283997271235801,0.1097148380860319,,,,,70,False,1.0,0.14078542389783727,-0.030061300132650702,0.5247899072026119,0.05,False,,1.0
hawkish_rate_surprise_then_overbought_unwind,short,watch,208,0.3717277486910995,0.34134615384615385,-4.96814547882747,-2.7626746378613465,0.08173076923076923,BTCUSDT,0.5241647117882648,2022.0,1.0,9,False,0.6435,0.18765285435151985,-0.01352892903179817,0.747488225603137,0.05,False,,1.0
hawkish_claims_surprise_then_crowded_long_unwind,short,watch,900,0.3767313019390582,0.3022222222222222,-4.092923105714123,-10.769831331483896,0.19777777777777777,,,2022.0,1.0,37,False,0.996,0.2097630162910176,-0.03532378698096794,0.5642916911462381,0.05,False,,1.0
claims_surprise_then_overbought_fade_short,short,watch,2467,0.36446469248291574,0.3242805026347791,-1.4840695396919585,-10.590805836061882,0.11025537089582489,,,2022.0,0.5673573756920611,120,False,0.644,0.17086944835904908,-0.001190128987053122,0.8616072284091567,0.05,False,,1.0
dovish_claims_surprise_short_squeeze,long,watch,455,0.4701086956521739,0.3802197802197802,5.488407559904818,5.708675135460018,0.1912087912087912,BTCUSDT,0.8448845579761154,2023.0,0.8068416370009406,37,False,0.955,0.07711828277904505,-0.009729417899444233,0.9476147794510321,0.05,False,,1.0
hawkish_rate_surprise_breakout_continuation,long,watch,586,0.34502923976608185,0.30204778156996587,5.2724908591358055,6.064812615282239,0.12457337883959044,ADAUSDT,0.27826565472355885,2021.0,0.8921282654124355,19,False,0.7365,0.13151228172275645,-0.01576141756931981,1.8588020775486545,0.05,False,,1.0
cpi_surprise_hot_with_bollinger_breakout,long,watch,90,0.25316455696202533,0.2222222222222222,-4.288999043967557,-1.2994268423207014,0.12222222222222222,DOGEUSDT,1.0,2021.0,0.6968222941536346,4,False,0.9235,0.1806980152958521,-0.017891567769675383,2.6492453959322297,0.05,False,,1.0
claims_mild_surprise_then_ada_lower_band,long,rejected,772,0.32563025210084034,0.20077720207253885,4.081480581521019,10.50784584995726,0.38341968911917096,DOGEUSDT,0.555182827551382,2021.0,0.5388068391424848,37,True,0.017,0.35928305699442153,0.02635704425258046,1.5917029940005227,0.05,False,True,1.0
hawkish_jobless_claims_then_volume_breakout_short,short,watch,186,0.4067796610169492,0.25806451612903225,-6.412837099619731,-7.263575344207385,0.3655913978494624,BTCUSDT,1.0,2022.0,1.0,14,False,0.807,0.20023360718705388,-0.03147986840458704,0.5104694234189241,0.05,False,,1.0
hawkish_jobless_claims_then_oversold_bounce,long,rejected,228,0.2964824120603015,0.25877192982456143,5.290115019581723,2.709605012383258,0.12719298245614036,BNBUSDT,0.27636408125870426,2024.0,0.44762740567734066,12,False,0.111,0.04320294441168585,0.007102340543530559,1.5076662163724799,0.05,False,,1.0
hawkish_jobless_claims_then_oversold_rsi,short,watch,429,0.33248081841432225,0.30303030303030304,-6.560890933628807,-8.874829683703787,0.08857808857808858,,,,,18,False,0.999,0.11436525487302235,-0.05012796772581231,0.4386052633191622,0.05,False,,1.0
hawkish_jobless_claims_then_negative_funding,short,watch,382,0.6112956810631229,0.4816753926701571,-2.258055643773368,-3.398193683250726,0.21204188481675393,ETHUSDT,1.0,2025.0,0.6728779491025462,29,False,0.69,0.04958009497192579,-0.001788627053562556,0.8842877691100357,0.05,False,,1.0
dovish_rate_surprise_then_donchian_breakout,long,watch,202,0.3005464480874317,0.2722772277227723,-0.22420939536521312,-0.08371330616557726,0.09405940594059406,BTCUSDT,0.5010853138376953,2023.0,0.8225379875811387,20,False,0.8175,0.061366775970110025,-0.010468508315152066,1.6387181346171975,0.05,False,,1.0
dovish_rate_surprise_volume_breakout,long,watch,80,0.7424242424242424,0.6125,0.27233627262859594,0.07265238585008033,0.175,DOGEUSDT,0.5338466357678459,2024.0,0.9929932915425737,21,False,0.5455,0.2998253047979769,-0.016153142576552905,1.0685053465477425,0.05,False,,1.0
jobless_claims_surprise_then_volume_spike_continuation,short,watch,795,0.3490701001430615,0.3069182389937107,-1.1852248115140958,-3.2696716806739277,0.12075471698113208,BNBUSDT,1.0,2026.0,0.43765508599263786,128,True,0.052,0.2167236081433933,0.011063312086024506,1.279368043264382,0.05,False,,1.0
jobless_claims_surprise_then_weak_rsi_continuation,short,watch,1437,0.33821263482280434,0.30549756437021575,1.6983950369454837,5.781381824765623,0.09672929714683368,ADAUSDT,1.0,2026.0,0.5553983782630357,93,False,0.6435,0.17147170943486775,-0.004422601588154896,0.9021760270547976,0.05,False,,1.0
